240,241,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,246,247
272,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,278,279
304,305,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,406,407
304,305,112,112,112,112,112,112,112,405,112,112,112,112,112,402,112,112,112,112,112,112,112,112,309,112,112,112,112,112,406,407
304,305,112,112,402,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,405,112,112,112,112,112,112,112,112,406,407
304,305,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,402,112,112,406,407
304,305,112,112,112,112,112,112,112,309,112,112,112,112,112,405,112,112,112,309,112,112,112,112,112,112,112,112,112,112,406,407
432,433,434,434,434,318,319,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,402,112,112,112,112,112,112,112,406,407
464,465,466,466,466,350,351,112,112,112,112,112,112,112,112,112,402,112,112,112,112,112,112,112,112,112,402,112,112,112,406,407
306,306,306,306,306,400,401,112,402,112,112,112,112,402,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,406,407
240,241,242,242,242,382,383,112,112,112,112,112,112,112,112,112,112,112,405,112,112,112,112,112,112,112,112,112,112,112,406,407
272,273,274,274,274,414,415,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,406,407
304,305,112,112,112,112,112,112,112,112,112,112,112,112,405,112,112,112,112,309,112,112,405,112,112,402,112,112,112,112,406,407
304,305,112,112,112,112,405,112,112,112,309,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,406,407
304,305,112,112,402,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,406,407
304,305,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,406,407
304,305,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,402,112,112,112,112,405,112,112,112,112,112,112,112,406,407
304,305,112,112,112,112,112,112,402,112,112,112,112,309,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,406,407
304,305,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,406,407
304,305,112,112,112,112,112,112,112,405,112,112,112,112,112,112,309,112,112,405,112,112,112,112,112,112,112,402,112,112,406,407
304,305,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,406,407
304,305,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,406,407
432,433,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,438,439
464,465,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,470,471
